"mode","age","gender","income","hh_size","auto_avail","bike_avail","ttime.walk","ttime.bike","ttime.auto","ttime.transit","weight"
"auto",23,1,4568,4,1,0,259.63,91.8,30,60.03,0.765720433
"auto",44,1,3398,4,1,1,354.04,125.18,30,81.86,0.810386265
"transit",20,0,3051,4,1,0,16.77,5.93,2.1,20,0.905247923
"auto",62,0,971,1,1,0,9.44,3.34,5,2.18,1.508691873
"auto",42,0,1635,2,1,1,94.41,33.38,10,21.83,0.626611942
"walk",24,1,1602,3,0,0,10,6.46,2.29,4.22,1.019354481
"transit",41,0,2699,3,1,1,224.22,79.28,28.09,54,0.943590249
"auto",29,1,2846,2,1,1,177.02,62.59,26,40.93,1.318399749
"auto",27,0,2764,2,1,1,177.02,62.59,26,40.93,1.340400636
"auto",46,1,1590,3,1,1,177.02,62.59,20,40.93,0.49619915
"bike",32,1,2356,1,0,1,121.74,30,15.25,28.15,6.280158328
"transit",46,1,5306,4,1,1,336.4,118.95,42.15,45,0.413092789
"transit",47,0,2841,5,0.5,1,168.2,59.47,21.07,55,0.509785149
"auto",35,0,3176,4,1,1,318.63,112.66,25,73.67,0.948142653
"auto",60,1,3908,2,0.5,1,23.6,8.35,5,5.46,0.293255814
"auto",43,1,4614,4,1,1,118.01,41.73,15,27.29,0.952182261
"auto",41,0,4952,4,1,1,224.22,79.28,20,51.84,0.991721416
"auto",42,1,6213,6,1,1,177.02,62.59,15,40.93,0.556609532
"auto",51,1,2570,3,1,1,59.01,20.86,5,13.64,0.785997472
"auto",38,1,6841,2,1,1,743.48,262.88,35,171.9,2.758461598
"auto",26,1,914,1,1,1,174.66,61.76,30,40.38,8.538732892
"bike",46,0,4170,4,0.5,1,12.17,5,1.53,2.81,0.50730967
"transit",47,1,4115,4,0.5,1,123.35,43.62,15.46,20,0.487083632
"transit",23,0,1951,2,1,1,784.84,277.51,98.33,100,1.423772424
"auto",71,1,1569,2,0.5,1,94.41,33.38,10,21.83,0.986329801
"auto",52,1,2941,4,1,1,177.02,62.59,20,40.93,0.651361474
"auto",23,1,2869,4,1,1,472.05,166.91,55,109.14,1.193065617
"auto",27,0,2699,4,1,0,236.02,83.46,35,54.57,1.62763826
"bike",49,1,3159,4,0.67,1,24.35,10,3.05,5.63,0.834247737
"auto",42,0,3477,4,0.67,1,35.4,12.52,10,8.19,1.203705785
"auto",19,1,3015,4,0.67,1,188.82,66.76,14,43.66,0.98590955
"auto",57,0,3846,2,1,1,118.01,41.73,25,27.29,0.837452288
"auto",41,0,3443,4,1,1,236.02,83.46,20,54.57,0.566013049
"auto",55,0,3561,4,1,1,141.61,50.07,15,32.74,0.353471522
"auto",30,1,1188,1,1,1,295.03,104.32,22,68.21,9.262626652
"auto",51,1,3505,5,1,1,590.06,208.64,50,136.43,0.664874273
"auto",42,0,3443,5,1,1,11.8,4.17,10,2.73,1.18262086
"auto",22,1,3221,5,1,0,106.21,37.55,15,24.56,1.217816322
"walk",19,1,3547,5,1,0,10,4.3,1.53,2.81,0.968639691
"auto",26,0,3041,2,1,1,413.04,146.05,30,95.5,1.075404362
"auto",27,1,3540,2,1,1,531.06,187.77,35,122.79,1.144421262
"auto",19,1,4973,4,1,1,11.8,4.17,5,2.73,0.59807851
"auto",53,0,7797,2,1,1,70.81,25.04,10,16.37,0.681745357
"transit",47,1,2619,4,0.5,1,125.59,44.41,15.74,48,0.590826214
"bike",58,0,1527,2,1,1,24.35,15,3.05,5.63,0.69741661
"walk",26,0,1587,2,1,1,5,2.15,0.76,1.41,1.219272586
"auto",55,1,3244,4,0.5,1,295.03,104.32,30,68.21,0.383163411
"auto",52,0,2218,2,1,0,23.6,8.35,5,5.46,1.514521922
"transit",38,0,3159,3,0.5,1,87.45,30.92,10.96,27,2.347187788
"auto",44,0,2760,2,1,1,177.02,62.59,39,40.93,1.321878636
"auto",53,0,1527,3,0.5,1,35.4,12.52,10,8.19,0.590621516
"bike",29,1,1557,3,0.5,1,18.26,10,2.29,4.22,1.360522961
"bike",56,0,988,2,0,1,30.43,15,3.81,7.04,0.691565821
"auto",45,0,3142,4,1,0,118.01,41.73,15,27.29,0.868889687
"auto",47,1,3078,4,1,0,118.01,41.73,15,27.29,0.834247737
"auto",43,1,2488,4,0.67,1,82.61,29.21,15,19.1,0.885899924
"auto",41,1,4192,5,0.5,1,454.29,160.63,49,105.04,0.672146362
"transit",55,0,5583,2,1,0,515.65,182.33,64.61,65,1.478280668
"auto",68,1,5334,2,1,0,118.01,41.73,25,27.29,1.372370895
"auto",38,0,2686,2,1.5,1,118.01,41.73,20,27.29,3.147546587
"auto",64,1,1804,2,1,1,177.02,62.59,20,40.93,0.970836321
"bike",32,0,4835,2,0.5,1,12.17,5,1.53,2.81,4.256261061
"auto",58,1,4728,3,1,1,295.03,104.32,55,68.21,0.325852037
"auto",53,0,4203,2,1,1,118.01,41.73,22,27.29,0.661537385
"auto",50,0,3268,2,1,0,495.65,175.26,30,114.6,0.94037414
"auto",36,1,4159,1,1,1,29.57,10.45,10,6.84,2.583792586
"bike",49,1,7566,4,0.75,1,24.35,10,3.05,5.63,0.657041811
"auto",24,0,1169,2,1,1,165.22,58.42,20,38.2,1.389448571
"auto",54,0,5391,2,1,0,354.04,125.18,30,81.86,0.388473532
"auto",55,1,5152,2,1,1,837.89,296.27,60,193.73,0.415222917
"auto",38,1,3198,3,1,1,708.07,250.37,40,163.71,2.022477353
"auto",51,0,3176,4,1,0,47.2,16.69,5,10.91,0.297264738
"auto",39,0,6213,4,1,0,271.43,95.97,22,62.76,1.705013075
"auto",55,0,4568,2,0.5,1,70.81,25.04,15,16.37,0.486663275
"auto",51,0,3547,2,1,0,259.63,91.8,40,60.03,1.334172849
"auto",60,0,1350,1,1,1,177.02,62.59,15,40.93,1.202829854
"auto",59,1,3341,3,1,0,88.57,31.32,10,20.48,0.673501841
"walk",59,0,3511,3,1,0,10,3.43,1.21,2.24,0.701468854
"auto",38,1,2574,2,1,1,29.57,10.45,10,6.84,1.303852194
"bike",38,1,3268,4,0.5,1,109.57,25,13.73,25.33,0.808871407
"auto",25,0,1222,3,0.5,0,413.04,146.05,35,95.5,3.205552956
"transit",41,0,3310,2,0.5,1,157.02,55.52,19.67,35,1.452348533
"transit",40,1,3457,2,0.5,1,145.71,51.52,18.26,35,1.439488411
"auto",36,0,3078,3,1,1,826.09,292.09,47,191,1.203255991
"auto",43,0,3511,5,0.67,1,141.61,50.07,15,32.74,0.76893942
"auto",46,1,3304,5,0.67,1,141.61,50.07,15,32.74,0.532925885
"auto",49,1,5362,4,0.33,1,365.84,129.36,25,84.59,0.434772312
"transit",46,0,5391,4,0.33,1,133.42,47.17,16.72,50,0.452826134
"auto",59,1,6952,4,0.5,1,177.02,62.59,40,40.93,0.396650347
"transit",60,0,1203,2,1,0,44.84,15.86,5.62,25,0.499155745
"auto",45,1,3227,4,0.5,1,35.4,12.52,10,8.19,0.419955193
"bike",59,1,2936,4,0.5,1,85.22,30,10.68,19.7,0.773678248
"transit",37,0,2695,2,1,1,112.17,39.66,14.05,40,1.34119989
"auto",37,1,2990,2,1,1,413.04,146.05,45,95.5,1.394765592
"auto",68,1,4695,2,1,1,542.86,191.95,45,125.51,0.278875651
"auto",51,1,3984,4,0.67,1,236.02,83.46,30,54.57,0.862313666
"auto",46,0,3786,4,0.67,1,238.39,84.29,20,55.12,0.913559782
"auto",56,1,2791,3,1,0,41.37,14.63,5,9.56,0.742370232
"auto",41,0,2554,4,0.5,1,141.61,50.07,30,32.74,1.08898061
"auto",40,1,2777,4,0.5,1,59.01,20.86,10,13.64,1.366602428
"auto",66,1,6647,2,2.5,1,76.77,27.14,8,17.75,1.050105214
"walk",43,0,2850,3,0.5,1,10,3.03,1.07,1.98,0.820223875
"auto",44,1,8505,4,1,1,472.05,166.91,75,109.14,0.712541518
"auto",39,1,3120,3,1,1,118.01,41.73,15,27.29,1.778890442
"auto",45,0,6409,4,0.5,1,236.02,83.46,24,54.57,0.564782181
"auto",47,1,6045,4,0.5,1,389.44,137.7,35,90.04,0.542264759
"auto",20,1,6340,4,0.5,1,236.02,83.46,24,54.57,0.805699227
"walk",66,0,402,2,0,0,20,4.3,1.53,2.81,0.748097092
"auto",35,1,2484,4,1,0,94.41,33.38,12,21.83,0.898443405
"bike",49,0,939,3,0.67,1,30.43,10,3.81,7.04,0.461905462
"auto",50,1,1072,3,0.67,1,295.03,104.32,30,68.21,0.434235195
"auto",28,1,971,3,0.67,1,271.43,95.97,30,62.76,0.994917298
"auto",57,0,2051,2,1,1,236.02,83.46,40,54.57,1.476570927
"auto",52,0,2198,3,0.67,1,94.41,33.38,30,21.83,0.607478752
"auto",30,0,2194,3,0.67,1,118.01,41.73,20,27.29,1.300174611
"auto",26,0,3437,2,1,1,70.81,25.04,10,16.37,1.562613307
"auto",52,0,5618,5,1,1,165.22,58.42,20,38.2,0.521730829
"auto",48,1,5946,5,1,1,165.22,58.42,20,38.2,0.617529332
"auto",66,0,3099,2,0.5,1,173.54,61.36,30,40.12,0.911037708
"bike",33,0,2423,5,0,1,12.17,15,1.53,2.81,0.638099931
"transit",44,1,2412,5,0,1,224.22,79.28,28.09,30,0.671050909
"auto",50,1,3385,4,0.5,1,141.61,50.07,20,32.74,0.279111982
"auto",49,0,8505,4,1,1,23.6,8.35,5,5.46,0.635789696
"auto",41,1,3769,4,1,1,200.62,70.94,40,46.39,0.670118954
"transit",22,0,5771,4,0.5,0,213.04,75.33,26.69,35,1.540168589
"auto",54,0,3712,5,1,1,295.03,104.32,35,68.21,0.212034131
"auto",54,1,3612,5,1,1,354.04,125.18,30,81.86,0.225641978
"auto",24,1,3650,5,1,1,47.2,16.69,20,10.91,0.378244141
"transit",18,1,3794,3,0.5,0,78.51,27.76,9.84,43,1.030539722
"auto",33,1,3131,4,1,0,236.02,83.46,30,54.57,1.171017498
"auto",63,1,2229,2,0.5,0,318.63,112.66,50,73.67,0.779306471
"transit",53,1,4215,4,0.5,1,89.69,31.71,11.24,35,0.493578095
"auto",48,0,4373,4,0.5,1,82.61,29.21,15,19.1,0.633732791
"auto",49,1,1746,1,2,1,141.61,50.07,20,32.74,4.188995187
"auto",41,1,3181,4,0.5,1,141.61,50.07,15,32.74,0.854934028
"auto",34,0,3159,4,0.5,1,165.22,58.42,20,38.2,1.468838865
"auto",32,1,3274,3,1,0,11.8,4.17,5,2.73,1.620601492
"bike",42,1,2320,4,0.33,1,24.35,10,3.05,5.63,0.920233441
"auto",46,0,3181,4,1,1,141.61,50.07,30,32.74,0.452826134
"bike",44,1,2349,5,1,1,36.52,10,4.58,8.44,2.794547949
"auto",52,0,3605,1,1,0,70.81,25.04,20,16.37,3.578017429
"auto",55,1,5253,3,1,1,23.6,8.35,5,5.46,0.867528411
"auto",47,0,5306,3,1,1,118.01,41.73,35,27.29,0.834809377
"transit",19,1,5306,3,1,1,224.22,79.28,28.09,60,0.902807464
"auto",66,0,1188,2,0.5,0,35.4,12.52,15,8.19,0.296607197
"auto",44,1,3046,5,0.67,0,424.84,150.22,30,98.23,0.605081197
"auto",43,0,3366,5,0.67,1,236.02,83.46,20,54.57,0.568590414
"transit",60,1,3650,4,0.5,1,1121.12,396.41,140.47,110,0.27692258
"transit",45,0,2546,2,0.5,0,168.2,59.47,21.07,38,0.980116718
"auto",55,1,3262,1,1,1,141.61,50.07,20,32.74,1.797995008
"transit",55,0,1533,1,0,1,22.48,7.95,2.82,10,2.123947236
"auto",55,0,4126,2,1,1,188.82,66.76,20,43.66,0.933942029
"auto",56,1,4003,2,1,1,295.03,104.32,30,68.21,0.968558393
"auto",47,0,3984,5,0.5,0,354.04,125.18,45,81.86,0.891307202
"transit",17,1,1338,2,1,1,168.2,59.47,21.07,50,1.237008307
"walk",46,0,1162,2,1,1,15,6.46,2.29,4.22,0.88540901
"bike",60,0,1999,2,0,1,36.52,25,4.58,8.44,0.253693301
"transit",30,1,3398,2,0.5,1,504.47,178.37,63.21,75,2.650481429
"transit",28,0,3532,2,0.5,1,504.47,178.37,63.21,75,2.350997889
"auto",30,1,3268,2,1,1,118.01,41.73,15,27.29,2.071982473
"auto",47,0,3881,3,1,1,118.01,41.73,20,27.29,0.710328021
"auto",40,0,3753,2,1,1,121.61,43,9,28.12,1.575346743
"bike",60,0,2484,2,0.5,1,12.17,15,1.53,2.81,0.882973289
"auto",25,0,3450,2,1,1,94.41,33.38,15,21.83,2.447016141
"bike",40,1,4348,6,0.5,1,164.35,30,20.59,38,0.619802746
"auto",42,0,2469,2,0.5,1,566.46,200.29,40,130.97,1.299314321
"auto",42,1,2773,4,1,1,295.03,104.32,45,68.21,0.296266019
"auto",55,1,2729,2,1,0,389.44,137.7,45,90.04,0.807815757
"auto",52,0,3993,2,1,1,82.61,29.21,10,19.1,1.451241808
"auto",40,1,5253,2,0.5,1,531.06,187.77,45,122.79,5.635601851
"auto",38,0,5279,2,0.5,1,590.06,208.64,30,136.43,7.093537272
"transit",24,1,935,2,0,1,392.42,138.76,49.17,55,1.019116253
"auto",42,1,2644,5,1,1,295.03,104.32,30,68.21,0.785212229
"auto",53,0,5421,4,0.5,1,59.01,20.86,15,13.64,0.684105229
"auto",55,1,5201,4,0.5,1,271.43,95.97,30,62.76,0.65296165
"auto",31,0,3159,3,1,0,413.04,146.05,45,95.5,0.834710641
"bike",60,1,5037,2,0.5,1,109.57,30,13.73,25.33,0.562616244
"auto",41,1,3099,4,1,1,53.17,18.8,15,12.29,0.925355672
"auto",46,0,4553,4,0.5,1,70.81,25.04,15,16.37,0.452215629
"bike",46,1,4170,4,0.5,1,97.39,25,12.2,22.52,0.469570421
"auto",56,1,1829,2,1,1,920.5,325.48,60,212.83,1.543317893
"auto",48,0,2883,4,0.5,0,188.82,66.76,50,43.66,0.326334065
"auto",19,0,2665,3,0.33,0,174.66,61.76,15,40.38,0.846876464
"bike",45,0,1746,3,1,1,30.43,15,3.81,7.04,0.658976968
"transit",42,1,1976,4,0.5,1,112.17,39.66,14.05,40,0.474435801
"transit",57,0,2120,2,0.5,1,67.33,23.81,8.44,35,0.417887279
"auto",42,1,3761,5,1,1,590.06,208.64,45,136.43,0.771799951
"auto",51,1,4481,4,1.5,1,826.09,292.09,60,191,0.461819328
"auto",44,0,4310,4,1.5,1,11.8,4.17,5,2.73,0.821444284
"bike",50,0,1629,1,1,1,12.17,5,1.53,2.81,2.207505857
"auto",60,0,4298,2,0.5,1,47.2,16.69,15,10.91,0.452255352
"auto",25,1,1075,1,1,0,259.63,91.8,30,60.03,4.22089641
"auto",71,0,2242,2,1,1,59.01,20.86,25,13.64,0.651164087
"transit",29,1,2064,1,0,1,672.67,237.85,84.28,60,1.937452653
"auto",31,1,2184,5,1,1,200.62,70.94,25,46.39,1.200541424
"auto",39,1,3820,5,0.5,1,165.22,58.42,20,38.2,1.371296791
"auto",32,1,1512,2,0.5,1,70.81,25.04,30,16.37,1.987023275
"bike",47,0,2457,2,0.5,1,36.52,15,4.58,8.44,0.88540901
"auto",63,1,847,1,1,1,59.01,20.86,15,13.64,0.220719957
"transit",34,0,4053,3,1,0,33.66,11.9,4.22,15,2.76162788
"auto",38,1,4568,3,1,1,106.21,37.55,20,24.56,2.281610992
"bike",53,1,5059,2,1,1,146.09,40,18.3,33.78,0.482311205
"auto",44,1,2566,4,1,1,125.09,44.23,13,28.92,0.516636275
"auto",50,1,2897,4,0.75,1,59.01,20.86,10,13.64,0.3340415
"auto",25,0,2682,4,0.75,1,59.01,20.86,10,13.64,0.834711213
"walk",52,0,1479,2,1,1,11,0.44,0.16,0.29,1.077685429
"auto",41,0,1347,1,1,0,14.16,5.01,5,3.27,2.811818253
"auto",38,1,3890,4,0.5,1,200.62,70.94,30,46.39,1.368197911
"auto",40,0,3712,4,0.5,1,200.62,70.94,30,46.39,1.07302557
"auto",54,0,3221,2,0.5,1,5.96,2.11,25,1.38,0.627743615
"walk",58,1,3378,2,0.5,1,5,1.27,0.45,0.83,0.448495752
"transit",53,1,2869,3,0.5,1,134.53,47.57,16.86,50,0.809132956
"auto",55,1,3665,2,0.5,1,118.01,41.73,20,27.29,0.751058033
"auto",44,1,4817,3,1,1,413.04,146.05,45,95.5,0.722318668
"auto",48,1,3803,3,0.67,1,153.42,54.25,20,35.47,1.223847627
"bike",34,0,1256,1,1,1,20.75,5,2.6,4.8,3.644678823
"auto",63,0,1632,1,1,1,94.41,33.38,20,21.83,2.78687656
"auto",41,1,3010,1,1,0,413.04,146.05,43,95.5,3.37372659
"auto",47,0,4238,4,1.33,1,188.82,66.76,20,43.66,0.611912902
"auto",21,1,4583,4,1.33,0,188.82,66.76,20,43.66,1.015050773
"auto",53,1,1159,1,1,0,94.41,33.38,20,21.83,3.34461257
"auto",45,1,4854,2,1,1,82.61,29.21,10,19.1,1.985750864
"auto",35,1,4614,2,1,1,94.41,33.38,15,21.83,3.653330162
"bike",24,1,1765,1,0,0,97.39,30,12.2,22.52,5.736851082
"bike",44,0,2174,4,0.67,1,7.33,5,0.92,1.69,0.517032006
"transit",47,0,2716,3,0.33,1,44.84,15.86,5.62,30,0.869870733
"auto",52,1,2665,3,0.33,0,47.2,16.69,15,10.91,0.677492385
"walk",19,1,2782,3,0.33,0,15,6.46,2.29,4.22,0.987022721
"auto",58,0,2100,3,0.67,1,147.58,52.18,20,34.12,0.650254562
"auto",25,1,2574,3,0.67,0,283.23,100.15,30,65.49,1.506765438
"auto",54,0,4238,3,1,0,70.81,25.04,15,16.37,0.786251203
"transit",48,1,3411,3,0.33,0,67.33,23.81,8.44,21,0.097435843
"transit",57,1,1271,2,0,0,33.66,11.9,4.22,15,0.860226331
"transit",49,1,1335,2,1,1,89.69,31.71,11.24,40,1.581476408
"auto",50,0,2818,2,1,1,448.45,158.57,75,103.69,1.386196264
"auto",52,1,2912,2,1,1,318.63,112.66,55,73.67,1.330929707
"auto",47,0,2578,3,0.5,0,56.65,20.03,10,13.1,0.577532051
"auto",47,0,7216,5,1,1,224.22,79.28,25,51.84,0.500319086
"bike",38,0,1973,2,1,1,30.43,10,3.81,7.04,1.249478294
"transit",26,1,1551,2,0,1,784.84,277.51,98.33,120,1.990018956
"walk",26,0,1659,2,0,1,15,2.59,0.92,1.69,1.935659961
"transit",24,0,2515,2,0,1,78.51,27.76,9.84,15,3.072953094
"auto",63,0,6952,2,1,1,35.4,12.52,10,8.19,0.300923916
"auto",58,1,6841,2,1,1,106.21,37.55,30,24.56,0.536288211
"auto",51,0,3094,2,1,1,106.21,37.55,30,24.56,0.358781303
"bike",45,1,2603,6,1,1,42.61,15,5.34,9.85,0.629668712
"walk",52,0,6154,4,0.5,1,3,1.27,0.45,0.83,0.655217252
"auto",23,1,6340,4,0.5,1,259.63,91.8,20,60.03,1.152279886
"auto",39,1,3072,4,1,1,82.61,29.21,15,19.1,1.976069718
"auto",44,1,2566,2,1,0,35.4,12.52,15,8.19,1.440166677
"auto",40,1,3057,4,1,1,153.42,54.25,20,35.47,0.327515783
"auto",43,1,2292,3,0.5,1,306.83,108.49,31,70.94,0.913458775
"auto",52,1,2883,2,0.5,0,224.22,79.28,22,51.84,0.498218582
"bike",48,0,2673,2,0.5,1,36.52,16,4.58,8.44,0.7211116
"auto",42,0,4467,4,1,1,70.81,25.04,12,16.37,1.151086273
"auto",43,1,4115,4,1,1,53.17,18.8,13,12.29,1.105193368
"auto",55,1,2423,1,1,1,354.04,125.18,30,81.86,1.182896792
"transit",47,0,2591,2,0.5,1,56.02,19.81,7.02,30,1.572028829
"bike",57,1,2083,2,0.5,1,42.61,20,5.34,9.85,1.311632977
"auto",60,1,2990,2,0.5,1,259.63,91.8,30,60.03,0.648743784
"auto",17,1,2375,2,1,1,259.63,91.8,25,60.03,0.739835807
"auto",54,1,2888,3,0.67,0,11.8,4.17,5,2.73,0.902690706
"auto",23,0,2936,3,0.67,0,295.03,104.32,45,68.21,1.626283908
"bike",56,1,4126,3,0.5,1,121.74,30,15.25,28.15,0.429434202
"auto",39,0,2562,4,0.5,1,212.42,75.11,35,49.11,1.169708505
"auto",40,1,2523,4,0.5,1,141.61,50.07,25,32.74,0.845667394
"auto",45,1,4159,3,0.5,1,29.57,10.45,10,6.84,0.983760967
"auto",47,0,4453,3,0.5,1,29.57,10.45,10,6.84,0.992549705
"bike",24,0,2535,2,0.5,1,24.35,10,3.05,5.63,1.511971487
"auto",37,1,2515,3,1,1,106.21,37.55,15,24.56,1.038051504
"auto",32,0,1762,1,1,1,70.81,25.04,10,16.37,6.44720923
"auto",50,0,1059,2,1,1,118.01,41.73,15,27.29,1.083665077
"walk",38,0,1992,3,1,1,3,1.71,0.61,1.12,1.143698201
"auto",45,1,2012,1,1,1,277.39,98.08,45,64.14,5.692355133
"auto",20,1,2097,4,0.33,0,413.04,146.05,45,95.5,0.675342802
"auto",28,1,1680,3,1,0,129.81,45.9,15,30.01,1.940303018
"auto",49,1,4043,2,1,1,826.09,292.09,40,191,2.963568666
"auto",45,0,4538,2,1,0,188.82,66.76,25,43.66,2.990044638
"auto",57,0,1926,2,1,1,94.41,33.38,18,21.83,0.980600524
"auto",62,1,1999,2,1,1,70.81,25.04,9,16.37,0.946597449
"auto",51,1,3417,4,0.33,1,35.4,12.52,15,8.19,0.629094255
"auto",42,0,3215,4,0.33,0,70.81,25.04,15,16.37,1.118978458
"auto",58,0,2449,2,1,1,112.17,39.66,20,25.94,0.521024393
"walk",45,0,6647,5,0.67,1,1,0.44,0.16,0.29,0.494610591
"walk",17,0,6740,5,0.67,1,30,8.61,3.05,5.63,0.584528173
"walk",35,0,635,2,1,0,5,0.44,0.16,0.29,1.068481859
"auto",35,1,1692,2,1,1,377.64,133.53,30,87.31,2.139911606
"auto",53,1,3120,3,0.67,1,743.48,262.88,70,171.9,1.008789783
"auto",54,0,2832,3,0.67,0,177.02,62.59,20,40.93,0.659948917
"auto",54,1,2623,3,0.67,0,354.04,125.18,30,81.86,0.678482213
"auto",31,0,2931,3,0.67,0,177.02,62.59,20,40.93,1.693080361
"transit",42,0,2990,2,0,1,168.2,59.47,21.07,85,1.37305995
"auto",41,0,2599,2,1,1,165.22,58.42,20,38.2,1.056685799
"auto",47,1,3484,3,1,0,82.61,29.21,10,19.1,0.872012479
"auto",49,0,2970,4,1,1,118.01,41.73,15,27.29,0.376829519
"auto",48,1,2841,4,1,1,153.42,54.25,20,35.47,0.361805622
"auto",55,0,3457,3,0.67,1,295.03,104.32,25,68.21,0.297671391
"auto",31,0,1022,1,1,1,330.43,116.84,35,76.4,2.488613087
"auto",58,1,2047,2,0.5,1,17.76,6.28,5,4.11,0.968557401
"auto",56,0,2270,2,0.5,0,29.57,10.45,5,6.84,0.984720269
"auto",54,1,3872,2,1,1,200.62,70.94,30,46.39,0.451577366
"auto",49,0,3642,2,1,1,247.83,87.63,40,57.3,0.653604038
"auto",38,0,1835,2,1,1,106.21,37.55,30,24.56,2.91263456
"bike",63,1,3984,1,1,1,24.35,10,3.05,5.63,1.43290178
"auto",50,1,3204,4,1,1,177.02,62.59,30,40.93,0.362470674
"bike",51,0,2367,3,0.5,1,3.6,20,0.45,0.83,0.329498691
"auto",60,1,3575,3,1,1,153.42,54.25,15,35.47,0.749477007
"auto",50,1,4646,3,1,1,82.61,29.21,10,19.1,0.963575209
"auto",54,1,2725,5,0.67,1,295.03,104.32,30,68.21,0.444977237
"transit",20,0,2950,5,0.67,1,336.4,118.95,42.15,90,0.87009679
"auto",44,1,6409,4,1,1,200.62,70.94,20,46.39,1.05614716
"auto",55,1,3761,2,1,1,82.61,29.21,15,19.1,1.871264718
"bike",50,0,3612,2,1,1,60.87,45,7.63,14.07,2.048256308
"auto",43,1,3187,4,1,1,295.03,104.32,28,68.21,1.075609687
"auto",63,1,2902,2,0.5,1,59.01,20.86,5,13.64,1.122955926
"bike",53,1,5583,4,0.5,1,152.17,45,19.07,35.18,0.337748976
"bike",44,1,3744,4,0.5,1,206.96,60,25.93,47.85,0.705490628
"walk",42,0,3964,4,0.5,1,10,4.3,1.53,2.81,0.717263551
"bike",52,1,2769,2,0.5,1,36.52,15,4.58,8.44,0.747172203
"transit",48,0,2823,2,0.5,1,78.51,27.76,9.84,30,0.794783394
"auto",38,1,3078,4,1,1,106.21,37.55,90,24.56,1.008606762
"auto",42,0,3532,1,1,1,448.45,158.57,30,103.69,8.194031966
"transit",64,0,1879,2,0,1,224.22,79.28,28.09,65,0.998721202
"bike",46,0,2574,2,0.5,1,36.52,15,4.58,8.44,0.390570035
"auto",42,1,3110,4,1,1,365.84,129.36,25,84.59,0.672898203
"auto",43,0,3498,4,1,1,141.61,50.07,15,32.74,0.632317562
"transit",58,0,3153,2,1,0,134.53,47.57,16.86,70,0.531033874
"auto",52,1,3209,2,1,1,141.61,50.07,30,32.74,0.616201956
"auto",27,1,1926,3,0.67,1,885.09,312.96,45,204.64,2.649252998
"auto",56,0,2324,2,1,0,35.4,12.52,10,8.19,0.908746494
"auto",22,1,3298,3,1.33,0,601.86,212.81,45,139.16,1.828125
"auto",40,0,2531,4,1,1,70.81,25.04,15,16.37,1.151086273
"auto",42,1,2198,4,1,1,94.41,33.38,15,21.83,1.105193368
"walk",72,1,1626,2,1,1,7,1.71,0.61,1.12,0.347047842
"auto",24,0,2070,2,1,0,259.63,91.8,30,60.03,1.281670503
"auto",47,1,3890,6,0.8,1,354.04,125.18,45,81.86,0.633904717
"transit",53,0,1897,2,1,0,392.42,138.76,49.17,70,0.954434138
"auto",61,1,1593,2,1,0,118.01,41.73,20,27.29,0.846090828
"auto",45,1,2153,4,1,1,944.1,333.82,55,218.29,0.809718387
"auto",50,0,2921,2,0.5,1,94.41,33.38,20,21.83,0.57193589
"transit",58,1,3233,4,0.5,0,168.2,59.47,21.07,50,0.301452168
"auto",47,0,3010,4,0.5,1,35.4,12.52,10,8.19,0.409674851
"bike",45,1,3720,4,0.5,1,30.43,12,3.81,7.04,0.355766053
"transit",38,1,1428,3,0.5,1,112.17,39.66,14.05,50,1.366220395
"auto",40,1,3094,1,1,1,236.02,83.46,20,54.57,3.933630522
"transit",42,0,3635,2,1,1,280.25,99.09,35.11,40,0.837043985
"auto",52,1,3620,2,1,1,106.21,37.55,10,24.56,0.608614478
"auto",51,1,5855,3,1,0,70.81,25.04,20,16.37,0.936872651
"auto",29,0,2665,2,1,1,23.6,8.35,10,5.46,1.047376418
"auto",57,1,4170,2,1,0,11.8,4.17,5,2.73,0.342799528
"bike",51,1,3411,2,0.5,1,30.43,15,3.81,7.04,0.864122664
"transit",46,1,4274,4,0.5,1,134.53,47.57,16.86,35,0.254079935
"transit",19,1,4170,4,0.5,1,134.53,47.57,16.86,20,0.341343261
"auto",21,1,2827,4,0.5,0,35.4,12.52,10,8.19,2.103266153
"auto",39,1,5549,4,1,0,118.01,41.73,25,27.29,1.164002753
"auto",41,0,2878,2,1,1,554.66,196.12,45,128.24,1.352707884
"walk",19,0,1380,7,1,0,15,12.91,4.58,8.44,1.143684335
"auto",46,1,4973,2,1,1,165.22,58.42,30,38.2,1.267814183
"auto",45,0,4912,2,1,1,165.22,58.42,30,38.2,1.279140599
"auto",49,1,3505,2,1,1,188.82,66.76,35,43.66,1.116521823
"auto",62,1,2795,4,0.75,1,23.6,8.35,5,5.46,1.439412179
"auto",25,1,2603,4,0.75,1,212.42,75.11,20,49.11,3.442253861
"auto",35,1,4662,2,0.5,1,141.61,50.07,25,32.74,2.197342727
"auto",40,0,4662,2,0.5,1,141.61,50.07,25,32.74,1.777053912
"transit",18,1,4013,4,0.75,1,392.42,138.76,49.17,70,0.781646157
"auto",45,1,1150,1,1,0,389.44,137.7,45,90.04,3.285581342
"auto",43,1,3477,5,0.33,1,59.01,20.86,15,13.64,0.947612983
"transit",21,0,3334,5,0.33,1,392.42,138.76,49.17,70,1.262030666
